Date,"Total membership","Full members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percentage of messages, public channels","Percentage of messages, private channels","Percentage of messages, DMs","Percentage of views, public channels","Percentage of views, private channels","Percentage of views, DMs",Name,"Public channels, single-workspace","Messages posted"
2018-08-13,74,74,0,34,15,45,31,229,0,0,79,0.7435,0,0.2565,0.8879,0.0026,0.1095,0,29,207371
2018-08-14,74,74,0,33,18,45,31,246,2,0,88,0.7321,0.006,0.2619,0.9037,0.005,0.0913,0,18,207793
2018-08-15,74,74,0,23,4,44,29,12,0,0,12,0.5,0,0.5,0.8556,0.0111,0.1333,0,18,207817
2018-08-16,75,75,0,32,21,41,27,63,0,0,77,0.45,0,0.55,0.8379,0.002,0.1601,0,18,207965
2018-08-17,75,75,0,30,18,41,30,67,0,0,71,0.4855,0,0.5145,0.6981,0,0.3019,0,18,208113
2018-08-18,75,75,0,16,8,41,30,22,0,0,64,0.2558,0,0.7442,0.5775,0,0.4225,0,18,208209
2018-08-19,75,75,0,31,13,45,32,55,0,0,19,0.7432,0,0.2568,0.9656,0,0.0344,0,18,208289
2018-08-20,75,75,0,41,19,48,34,230,0,0,65,0.7797,0,0.2203,0.9347,0,0.0653,0,19,208586
2018-08-21,75,75,0,32,18,46,34,55,0,0,31,0.6395,0,0.3605,0.9243,0,0.0757,0,19,208675
2018-08-22,75,75,0,34,17,46,34,153,0,0,53,0.7427,0,0.2573,0.9032,0.0019,0.095,0,19,208880
2018-08-23,76,76,0,34,21,47,33,227,9,0,88,0.7006,0.0278,0.2716,0.8851,0.0146,0.1003,0,19,209219
2018-08-24,76,76,0,34,18,48,34,199,0,0,123,0.618,0,0.382,0.8531,0,0.1469,0,19,209547
2018-08-25,76,76,0,18,10,48,34,56,0,0,15,0.7887,0,0.2113,0.9167,0,0.0833,0,19,209621
2018-08-26,76,76,0,19,9,46,33,60,0,0,22,0.7317,0,0.2683,0.9442,0,0.0558,0,19,209709
2018-08-27,76,76,0,31,15,42,31,79,0,0,103,0.4341,0,0.5659,0.8375,0,0.1625,0,19,209892
2018-08-28,76,76,0,29,18,42,31,123,0,0,42,0.7455,0,0.2545,0.9346,0,0.0654,0,19,210064
2018-08-29,76,76,0,33,17,41,30,162,0,0,172,0.485,0,0.515,0.7766,0,0.2234,0,19,210406
2018-08-30,76,76,0,31,16,40,29,206,0,0,139,0.5971,0,0.4029,0.8689,0,0.1311,0,19,210752
2018-08-31,76,76,0,28,14,38,27,344,0,0,56,0.86,0,0.14,0.9599,0,0.0401,0,19,211160
2018-09-01,76,76,0,18,6,38,28,38,0,0,30,0.5588,0,0.4412,0.8214,0,0.1786,0,19,211232
2018-09-02,76,76,0,21,9,38,28,26,0,0,139,0.1576,0,0.8424,0.5922,0,0.4078,0,19,211403
2018-09-03,76,76,0,32,18,38,29,84,0,0,37,0.6942,0,0.3058,0.8956,0,0.1044,0,19,211524
2018-09-04,76,76,0,32,21,38,28,228,0,0,142,0.6162,0,0.3838,0.8514,0,0.1486,0,19,211896
2018-09-05,77,77,0,29,19,39,26,127,0,0,10,0.927,0,0.073,0.9909,0,0.0091,0,19,212041
2018-09-06,77,77,0,33,19,41,28,116,5,0,86,0.5604,0.0242,0.4155,0.8666,0.008,0.1254,0,19,212247
2018-09-07,77,77,0,30,14,41,28,32,2,0,4,0.8421,0.0526,0.1053,0.9617,0.017,0.0213,0,19,212285
2018-09-08,77,77,0,19,5,42,28,25,0,0,0,1,0,0,0.9924,0.0076,0,0,19,212312
2018-09-09,77,77,0,20,10,42,28,26,0,0,5,0.8387,0,0.1613,0.9344,0.0082,0.0574,0,19,212345
2018-09-10,77,77,0,34,14,42,29,128,0,0,16,0.8889,0,0.1111,0.9736,0.0015,0.0249,0,19,212499
2018-09-11,77,77,0,31,15,40,25,206,0,0,163,0.5583,0,0.4417,0.8089,0.0012,0.1898,0,19,212880
2018-09-12,78,78,0,30,18,44,28,326,0,0,257,0.5592,0,0.4408,0.7952,0,0.2048,0,19,213480
2018-09-13,78,78,0,28,13,42,25,166,0,0,89,0.651,0,0.349,0.8242,0,0.1758,0,19,213742
2018-09-14,78,78,0,35,14,43,24,340,0,0,4,0.9884,0,0.0116,0.9983,0,0.0017,0,19,214090
2018-09-15,78,78,0,25,6,47,25,10,1,0,1,0.8333,0.0833,0.0833,0.9,0.0545,0.0455,0,19,214106
2018-09-16,78,78,0,24,8,47,25,12,0,0,7,0.6316,0,0.3684,0.976,0,0.024,0,19,214127
2018-09-17,78,78,0,33,12,47,26,45,0,0,47,0.4891,0,0.5109,0.8258,0.0035,0.1707,0,19,214225
2018-09-18,78,78,0,30,14,47,26,182,0,0,61,0.749,0,0.251,0.9083,0,0.0917,0,19,214468
2018-09-19,78,78,0,32,17,46,25,301,0,0,97,0.7563,0,0.2437,0.9085,0,0.0915,0,19,214871
2018-09-20,80,80,0,31,17,49,26,163,0,0,44,0.7874,0,0.2126,0.9398,0,0.0602,0,19,215086
2018-09-21,81,81,0,32,18,48,28,131,0,0,77,0.6298,0,0.3702,0.8443,0,0.1557,0,19,215298
2018-09-22,81,81,0,20,7,44,28,52,0,0,17,0.7536,0,0.2464,0.9108,0,0.0892,0,19,215370
2018-09-23,81,81,0,24,16,44,30,151,2,0,91,0.6189,0.0082,0.373,0.8195,0.0021,0.1783,0,19,215617
2018-09-24,81,81,0,36,15,44,31,106,4,0,31,0.7518,0.0284,0.2199,0.9459,0.0017,0.0524,0,19,215761
2018-09-25,81,81,0,33,18,44,31,101,7,0,29,0.7372,0.0511,0.2117,0.9136,0.0096,0.0768,0,19,215904
2018-09-26,81,81,0,35,23,43,33,184,22,0,86,0.6301,0.0753,0.2945,0.8676,0.0289,0.1035,0,19,216196
2018-09-27,81,81,0,34,17,46,32,134,1,0,197,0.4036,0.003,0.5934,0.7256,0.0134,0.2609,0,19,216536
2018-09-28,81,81,0,29,18,47,33,119,2,0,35,0.7628,0.0128,0.2244,0.9248,0.0017,0.0735,0,19,216692
2018-09-29,81,81,0,21,12,48,33,21,9,0,164,0.1082,0.0464,0.8454,0.4767,0.0254,0.4979,0,19,216895
2018-09-30,81,81,0,20,12,49,32,66,0,0,440,0.1304,0,0.8696,0.2869,0,0.7131,0,19,217409
2018-10-01,81,81,0,46,18,52,32,58,13,0,201,0.2132,0.0478,0.739,0.6248,0.0344,0.3408,0,19,217686
2018-10-02,81,81,0,38,23,54,33,157,9,0,78,0.6434,0.0369,0.3197,0.8571,0.0202,0.1226,0,19,217939
2018-10-03,81,81,0,31,15,52,33,84,1,0,25,0.7636,0.0091,0.2273,0.926,0.0108,0.0632,0,19,218057
2018-10-04,81,81,0,34,22,53,36,94,0,0,36,0.7231,0,0.2769,0.9276,0,0.0724,0,19,218196
2018-10-05,81,81,0,30,16,52,34,65,3,0,218,0.2273,0.0105,0.7622,0.6243,0.0074,0.3683,0,19,218492
2018-10-06,81,81,0,21,10,53,34,16,0,0,21,0.4324,0,0.5676,0.7947,0,0.2053,0,19,218528
2018-10-07,81,81,0,22,10,53,34,39,0,0,19,0.6724,0,0.3276,0.883,0,0.117,0,19,218592
2018-10-08,82,82,0,37,20,49,35,125,53,0,218,0.3157,0.1338,0.5505,0.7188,0.0467,0.2345,0,19,219008
2018-10-09,84,84,0,37,25,44,34,348,1,0,210,0.6225,0.0018,0.3757,0.8545,0.0069,0.1386,0,19,219584
2018-10-10,85,85,0,38,23,46,35,236,1,0,487,0.326,0.0014,0.6727,0.6464,0.0054,0.3482,0,20,220327
2018-10-11,85,85,0,37,19,48,31,114,0,0,121,0.4851,0,0.5149,0.8394,0.0014,0.1592,0,20,220563
2018-10-12,85,85,0,44,19,55,32,229,0,0,411,0.3578,0,0.6422,0.7064,0.0007,0.2928,0,20,221213
2018-10-13,85,85,0,18,7,55,32,8,0,0,11,0.4211,0,0.5789,0.798,0,0.202,0,20,221233
2018-10-14,85,85,0,20,9,55,32,16,0,0,36,0.3077,0,0.6923,0.698,0,0.302,0,20,221283
2018-10-15,85,85,0,38,18,54,32,149,28,0,197,0.3984,0.0749,0.5267,0.737,0.069,0.194,0,20,221664
2018-10-16,85,85,0,33,21,53,33,357,7,0,384,0.4773,0.0094,0.5134,0.7534,0.011,0.2356,0,20,222421
2018-10-17,85,85,0,32,16,51,31,144,6,0,21,0.8421,0.0351,0.1228,0.9693,0.0129,0.0178,0,20,222596
2018-10-18,86,86,0,34,20,52,32,244,78,0,76,0.6131,0.196,0.191,0.8447,0.0785,0.0767,0,20,223005
2018-10-19,86,86,0,37,20,46,33,39,11,0,342,0.0995,0.0281,0.8724,0.5545,0.016,0.4295,0,20,223398
2018-10-20,86,86,0,29,17,48,35,37,2,0,70,0.3394,0.0183,0.6422,0.6967,0.036,0.2673,0,20,223512
2018-10-21,86,86,0,28,11,47,35,53,0,0,37,0.5889,0,0.4111,0.8281,0.0039,0.168,0,20,223603
2018-10-22,86,86,0,36,17,45,35,78,0,0,69,0.5306,0,0.4694,0.8983,0.0033,0.0983,0,20,223752
2018-10-23,86,86,0,34,16,45,32,74,0,0,55,0.5736,0,0.4264,0.9412,0,0.0588,0,20,223883
2018-10-24,86,86,0,37,22,46,33,105,6,0,153,0.3977,0.0227,0.5795,0.8039,0.0163,0.1798,0,20,224147
2018-10-25,86,86,0,39,20,47,33,270,1,0,205,0.5672,0.0021,0.4307,0.8379,0.0063,0.1558,0,20,224627
2018-10-26,87,87,0,38,23,49,33,204,8,0,137,0.5845,0.0229,0.3926,0.8766,0.0118,0.1115,0,20,224978
2018-10-27,87,87,0,26,13,49,33,8,1,0,40,0.1633,0.0204,0.8163,0.6935,0.0323,0.2742,0,20,225033
2018-10-28,87,87,0,27,14,51,34,28,0,0,36,0.4375,0,0.5625,0.8442,0.013,0.1429,0,20,225099
2018-10-29,87,87,0,42,18,52,35,145,0,0,56,0.7214,0,0.2786,0.926,0.0011,0.0729,0,20,225307
2018-10-30,89,89,0,38,25,54,37,292,0,0,68,0.8111,0,0.1889,0.9518,0,0.0482,0,20,225679
2018-10-31,89,89,0,53,26,58,41,157,1,0,176,0.4701,0.003,0.5269,0.8327,0.0056,0.1617,0,20,226036
2018-11-01,89,89,0,26,10,56,40,26,0,0,102,0.2031,0,0.7969,0.768,0,0.232,0,20,226170
2018-11-02,89,89,0,28,15,57,36,84,0,0,120,0.4118,0,0.5882,0.8272,0,0.1728,0,20,226380
2018-11-03,89,89,0,23,9,56,36,21,0,0,68,0.236,0,0.764,0.6784,0,0.3216,0,20,226467
2018-11-04,89,89,0,20,8,57,36,16,0,0,78,0.1702,0,0.8298,0.6303,0.0095,0.3602,0,20,226563
2018-11-05,89,89,0,36,25,57,37,178,0,0,157,0.5313,0,0.4687,0.8116,0.0013,0.1872,0,20,226902
2018-11-06,89,89,0,35,21,57,34,128,0,0,95,0.574,0,0.426,0.872,0,0.128,0,20,227129
2018-11-07,89,89,0,34,21,46,31,184,7,0,130,0.5732,0.0218,0.405,0.8191,0.008,0.1729,0,20,227453
2018-11-08,89,89,0,38,25,47,34,250,3,0,175,0.5841,0.007,0.4089,0.873,0.0051,0.1219,0,20,227893
2018-11-09,89,89,0,42,25,48,37,261,2,0,90,0.7394,0.0057,0.255,0.9328,0.0059,0.0613,0,20,228253
2018-11-10,91,91,0,29,8,51,37,7,0,0,3,0.7,0,0.3,0.9417,0,0.0583,0,20,228267
2018-11-11,91,91,0,26,3,50,37,0,1,0,4,0,0.2,0.8,0.8889,0.0476,0.0635,0,20,228272
2018-11-12,91,91,0,32,16,50,34,59,0,0,55,0.5175,0,0.4825,0.8691,0.0049,0.1259,0,20,228396
2018-11-13,91,91,0,41,23,51,34,74,16,0,124,0.3458,0.0748,0.5794,0.7904,0.0225,0.1871,0,20,228616
2018-11-14,91,91,0,42,22,52,38,49,8,0,127,0.2663,0.0435,0.6902,0.8347,0.005,0.1603,0,20,228804
2018-11-15,91,91,0,45,19,51,37,150,0,0,28,0.8427,0,0.1573,0.9629,0.0015,0.0356,0,20,228984
2018-11-16,91,91,0,51,22,56,38,81,0,0,3,0.9643,0,0.0357,0.9888,0,0.0112,0,20,229068
2018-11-17,91,91,0,33,7,53,38,16,0,0,6,0.7273,0,0.2727,0.9353,0,0.0647,0,20,229091
2018-11-18,91,91,0,28,8,53,38,13,0,0,11,0.5417,0,0.4583,0.9431,0,0.0569,0,20,229116
2018-11-19,91,91,0,40,19,55,39,156,1,0,1,0.9873,0.0063,0.0063,0.9953,0,0.0047,0,20,229276
2018-11-20,91,91,0,36,13,55,37,123,0,0,20,0.8601,0,0.1399,0.973,0,0.027,0,20,229421
2018-11-21,91,91,0,35,17,56,36,81,7,0,80,0.4821,0.0417,0.4762,0.8476,0.0223,0.1301,0,20,229599
2018-11-22,91,91,0,33,16,56,35,34,1,0,104,0.2446,0.0072,0.7482,0.7396,0.0028,0.2576,0,20,229740
2018-11-23,91,91,0,32,12,51,33,131,1,0,380,0.2559,0.002,0.7422,0.4263,0.0022,0.5716,0,20,230247
2018-11-24,91,91,0,25,12,49,35,26,0,0,71,0.268,0,0.732,0.625,0.0192,0.3558,0,20,230347
2018-11-25,91,91,0,24,11,51,35,35,0,0,4,0.8974,0,0.1026,0.9783,0,0.0217,0,20,230387
2018-11-26,91,91,0,44,22,53,34,125,18,0,102,0.5102,0.0735,0.4163,0.8326,0.043,0.1244,0,20,230637
2018-11-27,91,91,0,33,15,53,33,91,28,0,138,0.3541,0.1089,0.537,0.7544,0.0696,0.176,0,20,230902
2018-11-28,91,91,0,38,17,52,33,274,5,0,123,0.6816,0.0124,0.306,0.8661,0.0081,0.1259,0,20,231305
2018-11-29,91,91,0,46,19,51,37,241,1,0,172,0.5821,0.0024,0.4155,0.8115,0.0069,0.1815,0,20,231723
2018-11-30,91,91,0,31,16,51,37,154,1,0,65,0.7,0.0045,0.2955,0.9075,0.0016,0.0909,0,20,231952
2018-12-01,91,91,0,26,14,51,35,49,15,0,29,0.5269,0.1613,0.3118,0.7987,0.0693,0.132,0,20,232049
2018-12-02,91,91,0,27,14,51,36,26,7,0,29,0.4194,0.1129,0.4677,0.8377,0.0331,0.1291,0,20,232118
2018-12-03,91,91,0,36,18,50,34,76,0,0,139,0.3535,0,0.6465,0.7592,0.0064,0.2343,0,20,232332
2018-12-04,91,91,0,31,20,50,35,79,11,0,69,0.4969,0.0692,0.434,0.8376,0.0103,0.1521,0,20,232494
2018-12-05,91,91,0,43,19,51,33,154,2,0,38,0.7938,0.0103,0.1959,0.9608,0,0.0392,0,20,232695
2018-12-06,91,91,0,39,20,48,30,138,0,0,337,0.2905,0,0.7095,0.6549,0,0.3451,0,20,233173
2018-12-07,91,91,0,31,21,49,32,190,0,0,162,0.5398,0,0.4602,0.7866,0,0.2134,0,20,233538
2018-12-08,91,91,0,22,11,50,31,62,0,0,2,0.9688,0,0.0313,0.9929,0,0.0071,0,20,233606
2018-12-09,91,91,0,26,9,50,31,16,0,0,16,0.5,0,0.5,0.9156,0,0.0844,0,20,233640
2018-12-10,91,91,0,37,17,51,32,111,0,0,301,0.2694,0,0.7306,0.6317,0,0.3683,0,20,234062
2018-12-11,91,91,0,34,20,51,31,94,0,0,131,0.4178,0,0.5822,0.8301,0,0.1699,0,20,234290
2018-12-12,91,91,0,33,19,50,31,86,14,0,163,0.327,0.0532,0.6198,0.736,0.0384,0.2256,0,20,234561
2018-12-13,91,91,0,32,13,48,31,8,11,0,63,0.0976,0.1341,0.7683,0.6347,0.1279,0.2374,0,20,234643
2018-12-14,91,91,0,29,13,45,30,17,1,0,34,0.3269,0.0192,0.6538,0.834,0.0162,0.1498,0,20,234702
2018-12-15,91,91,0,24,11,46,31,27,0,0,2,0.931,0,0.069,0.9812,0.0094,0.0094,0,20,234735
2018-12-16,92,92,0,24,9,46,30,12,0,0,7,0.6316,0,0.3684,0.9792,0,0.0208,0,20,234759
2018-12-17,91,91,0,33,24,44,32,188,2,0,151,0.5513,0.0059,0.4428,0.7429,0.0124,0.2447,0,20,235107
2018-12-18,91,91,0,32,16,44,31,95,3,0,44,0.669,0.0211,0.3099,0.867,0.0236,0.1094,0,20,235251
2018-12-19,93,93,0,33,22,44,32,77,19,0,60,0.4936,0.1218,0.3846,0.8665,0.0516,0.0819,0,20,235417
2018-12-20,93,93,0,45,20,50,35,77,5,0,258,0.2265,0.0147,0.7588,0.69,0.016,0.294,0,20,235763
2018-12-21,93,93,0,38,13,51,35,43,4,0,13,0.7167,0.0667,0.2167,0.9593,0.0087,0.032,0,20,235833
2018-12-22,94,94,0,25,5,52,34,8,0,0,0,1,0,0,1,0,0,0,20,235845
2018-12-23,94,94,0,23,5,52,34,7,0,0,0,1,0,0,1,0,0,0,20,235854
2018-12-24,94,94,0,25,11,51,31,25,0,0,3,0.8929,0,0.1071,1,0,0,0,20,235885
2018-12-25,94,94,0,20,5,50,30,11,0,0,2,0.8462,0,0.1538,0.9766,0,0.0234,0,20,235898
2018-12-26,94,94,0,19,9,50,27,17,0,0,21,0.4474,0,0.5526,0.7863,0.0229,0.1908,0,20,235936
2018-12-27,94,94,0,32,11,44,22,54,0,0,26,0.675,0,0.325,0.9162,0,0.0838,0,20,236017
2018-12-28,94,94,0,36,13,43,19,43,0,0,63,0.4057,0,0.5943,0.8662,0,0.1338,0,20,236126
2018-12-29,94,94,0,30,12,43,22,36,2,0,19,0.6316,0.0351,0.3333,0.8546,0.0176,0.1278,0,20,236186
2018-12-30,94,94,0,24,11,43,22,15,8,0,10,0.4545,0.2424,0.303,0.7642,0.1038,0.1321,0,20,236220
2018-12-31,94,94,0,29,12,44,23,63,1,0,35,0.6364,0.0101,0.3535,0.9132,0.0056,0.0812,0,20,236328
2019-01-01,94,94,0,24,3,45,23,4,0,0,16,0.2,0,0.8,0.9773,0,0.0227,0,20,236349
2019-01-02,94,94,0,37,17,47,28,71,0,0,4,0.9467,0,0.0533,0.9859,0,0.0141,0,20,236429
2019-01-03,95,95,0,33,20,48,30,41,7,0,91,0.295,0.0504,0.6547,0.7904,0.016,0.1936,0,20,236574
2019-01-04,95,95,0,34,16,48,31,111,5,0,9,0.888,0.04,0.072,0.9495,0.0303,0.0202,0,20,236701
2019-01-05,95,95,0,30,8,47,31,18,0,0,7,0.72,0,0.28,0.9508,0.0055,0.0437,0,20,236727
2019-01-06,95,95,0,32,12,49,33,43,0,0,11,0.7963,0,0.2037,0.9649,0,0.0351,0,20,236783
2019-01-07,95,95,0,38,12,50,30,20,0,0,9,0.6897,0,0.3103,0.9768,0,0.0232,0,20,236814
2019-01-08,95,95,0,45,16,53,33,63,0,0,35,0.6429,0,0.3571,0.9464,0,0.0536,0,20,236916
2019-01-09,95,95,0,36,16,53,34,7,13,0,84,0.0673,0.125,0.8077,0.5563,0.0845,0.3592,0,20,237022
2019-01-10,95,95,0,33,13,52,33,22,20,0,9,0.4314,0.3922,0.1765,0.8598,0.0976,0.0427,0,20,237078
2019-01-11,96,96,0,33,13,52,32,96,3,0,249,0.2759,0.0086,0.7155,0.6212,0.0096,0.3692,0,20,237430
2019-01-12,96,96,0,22,12,52,32,39,0,0,31,0.5571,0,0.4429,0.8927,0,0.1073,0,20,237502
2019-01-13,96,96,0,27,10,53,31,36,0,0,0,1,0,0,0.9945,0,0.0055,0,20,237538
2019-01-14,96,96,0,36,12,53,31,26,0,0,174,0.13,0,0.87,0.6141,0,0.3859,0,20,237738
2019-01-15,96,96,0,37,17,49,31,94,2,0,243,0.2773,0.0059,0.7168,0.7232,0.0064,0.2704,0,20,238084
2019-01-16,96,96,0,45,22,53,31,144,0,0,70,0.6729,0,0.3271,0.903,0.0042,0.0928,0,20,238305
2019-01-17,97,97,0,39,24,53,33,160,0,0,891,0.1522,0,0.8478,0.4299,0.0006,0.5695,0,20,239362
2019-01-18,97,97,0,35,18,51,33,63,0,0,68,0.4809,0,0.5191,0.8944,0,0.1056,0,20,239492
2019-01-19,97,97,0,26,9,51,34,30,0,0,20,0.6,0,0.4,0.8187,0,0.1813,0,20,239548
2019-01-20,97,97,0,23,7,52,34,18,0,0,0,1,0,0,1,0,0,0,20,239568
2019-01-21,98,98,0,37,19,53,35,60,5,0,104,0.355,0.0296,0.6154,0.8112,0.0386,0.1502,0,20,239741
2019-01-22,98,98,0,47,25,55,39,146,29,0,314,0.2986,0.0593,0.6421,0.4985,0.0532,0.4482,0,20,240230
2019-01-23,98,98,0,38,21,52,39,151,55,0,74,0.5393,0.1964,0.2643,0.8305,0.1073,0.0623,0,20,240524
2019-01-24,98,98,0,39,22,52,38,151,0,0,113,0.572,0,0.428,0.9004,0.0036,0.096,0,22,240787
2019-01-25,98,98,0,45,21,54,38,132,1,0,108,0.5477,0.0041,0.4481,0.875,0.0061,0.1189,0,23,241035
2019-01-26,98,98,0,21,9,54,38,30,0,0,30,0.5,0,0.5,0.8913,0,0.1087,0,23,241101
2019-01-27,98,98,0,25,4,54,38,1,0,0,12,0.0769,0,0.9231,0.8235,0.0098,0.1667,0,23,241115
2019-01-28,98,98,0,39,19,54,36,66,0,0,74,0.4714,0,0.5286,0.9221,0,0.0779,0,23,241264
2019-01-29,98,98,0,39,23,51,37,117,0,0,553,0.1746,0,0.8254,0.5396,0,0.4604,0,23,241954
2019-01-30,98,98,0,36,17,51,34,137,0,0,150,0.4774,0,0.5226,0.7648,0,0.2352,0,23,242247
2019-01-31,98,98,0,36,19,51,33,114,13,0,404,0.2147,0.0245,0.7608,0.5975,0.0138,0.3888,0,23,242760
2019-02-01,98,98,0,37,18,47,31,128,7,0,162,0.431,0.0236,0.5455,0.773,0.0193,0.2077,0,23,243070
2019-02-02,98,98,0,27,12,47,31,24,0,0,11,0.6857,0,0.3143,0.904,0.0056,0.0904,0,23,243106
2019-02-03,98,98,0,27,7,48,31,18,0,0,0,1,0,0,0.9932,0,0.0068,0,23,243129
2019-02-04,98,98,0,44,20,50,31,104,0,0,125,0.4541,0,0.5459,0.8633,0.0028,0.1339,0,23,243364
2019-02-05,99,99,0,48,28,53,32,171,3,0,116,0.5897,0.0103,0.4,0.8914,0.0104,0.0981,0,24,243661
2019-02-06,100,100,0,38,21,54,34,88,0,0,177,0.3321,0,0.6679,0.7745,0.0027,0.2228,0,24,243942
2019-02-07,100,100,0,35,19,54,35,68,4,0,186,0.2636,0.0155,0.7209,0.7323,0.0071,0.2606,0,24,244200
2019-02-08,100,100,0,37,21,54,36,61,3,0,95,0.3836,0.0189,0.5975,0.835,0.0183,0.1467,0,24,244364
2019-02-09,100,100,0,31,13,55,36,66,0,0,80,0.4521,0,0.5479,0.7294,0.0066,0.264,0,24,244511
2019-02-10,100,100,0,28,15,55,36,76,3,0,28,0.7103,0.028,0.2617,0.8339,0.0443,0.1218,0,24,244623
2019-02-11,100,100,0,39,19,53,37,63,12,0,168,0.2593,0.0494,0.6914,0.6904,0.0789,0.2307,0,24,244868
2019-02-12,101,101,0,36,23,50,37,100,11,0,87,0.5051,0.0556,0.4394,0.8513,0.0458,0.1029,0,24,245073
2019-02-13,101,101,0,37,20,49,37,19,7,0,272,0.0638,0.0235,0.9128,0.5,0.0618,0.4382,0,24,245379
2019-02-14,102,102,0,35,23,50,36,74,21,0,322,0.1775,0.0504,0.7722,0.6374,0.045,0.3176,0,24,245815
2019-02-15,102,102,0,34,23,49,35,94,0,0,210,0.3092,0,0.6908,0.7225,0.0069,0.2706,0,24,246122
2019-02-16,102,102,0,22,9,47,35,54,0,0,114,0.3214,0,0.6786,0.6916,0,0.3084,0,24,246296
2019-02-17,102,102,0,26,12,47,35,85,0,0,214,0.2843,0,0.7157,0.5523,0,0.4477,0,24,246595
2019-02-18,104,104,0,38,20,50,36,71,1,0,252,0.2191,0.0031,0.7778,0.7331,0.0152,0.2517,0,24,246930
2019-02-19,104,104,0,42,21,51,37,105,1,0,182,0.3646,0.0035,0.6319,0.7937,0.0121,0.1941,0,24,247229
2019-02-20,104,104,0,41,26,51,38,126,0,0,353,0.263,0,0.737,0.6467,0.0024,0.3509,0,24,247713
2019-02-21,104,104,0,39,19,50,38,112,0,0,369,0.2328,0,0.7672,0.6623,0,0.3377,0,24,248213
2019-02-22,104,104,0,41,21,53,38,77,17,0,272,0.2104,0.0464,0.7432,0.6866,0.0218,0.2916,0,24,248588
2019-02-23,104,104,0,30,8,55,38,4,1,0,14,0.2105,0.0526,0.7368,0.7482,0.0935,0.1583,0,24,248613
2019-02-24,104,104,0,32,13,58,38,70,0,0,25,0.7368,0,0.2632,0.8799,0,0.1201,0,23,248728
2019-02-25,104,104,0,37,14,56,38,99,0,0,261,0.275,0,0.725,0.7183,0,0.2817,0,23,249094
2019-02-26,105,105,0,38,25,57,41,209,0,0,263,0.4428,0,0.5572,0.7619,0.0019,0.2362,0,23,249579
2019-02-27,105,105,0,51,23,62,38,112,7,0,161,0.4,0.025,0.575,0.8254,0.0124,0.1622,0,24,249863
2019-02-28,106,106,0,41,19,64,37,52,10,0,204,0.1955,0.0376,0.7669,0.7088,0.0327,0.2585,0,24,250140
2019-03-01,106,106,0,38,18,63,37,74,8,0,96,0.4157,0.0449,0.5393,0.8305,0.0419,0.1275,0,24,250321
2019-03-02,106,106,0,28,7,61,36,14,0,0,5,0.7368,0,0.2632,0.9647,0.0118,0.0235,0,24,250343
2019-03-03,106,106,0,27,7,58,34,2,0,0,21,0.087,0,0.913,0.8298,0.0213,0.1489,0,24,250367
2019-03-04,107,107,0,42,18,61,37,55,16,0,164,0.234,0.0681,0.6979,0.7156,0.0489,0.2356,0,24,250606
2019-03-05,107,107,0,38,20,61,36,101,1,0,95,0.5127,0.0051,0.4822,0.8673,0.0112,0.1215,0,24,250812
2019-03-06,107,107,0,39,22,54,36,215,4,0,99,0.6761,0.0126,0.3113,0.9136,0.0053,0.081,0,24,251136
2019-03-07,107,107,0,41,21,56,37,97,0,0,83,0.5389,0,0.4611,0.8678,0.0104,0.1218,0,24,251327
2019-03-08,107,107,0,35,21,54,37,87,0,0,281,0.2364,0,0.7636,0.6395,0.0012,0.3593,0,24,251702
2019-03-09,107,107,0,26,13,52,38,15,0,0,36,0.2941,0,0.7059,0.8275,0,0.1725,0,24,251757
2019-03-10,107,107,0,29,14,52,38,45,39,0,39,0.3659,0.3171,0.3171,0.737,0.1284,0.1346,0,24,251885
2019-03-11,107,107,0,38,25,51,39,122,39,0,170,0.3686,0.1178,0.5136,0.7275,0.0575,0.215,0,24,252225
2019-03-12,107,107,0,37,23,52,39,104,21,0,120,0.4245,0.0857,0.4898,0.7799,0.0599,0.1602,0,24,252476
2019-03-13,108,108,0,36,28,51,38,221,10,0,347,0.3824,0.0173,0.6003,0.7276,0.0331,0.2394,0,24,253058
2019-03-14,108,108,0,40,28,51,36,229,8,0,214,0.5078,0.0177,0.4745,0.8422,0.0137,0.1441,0,24,253517
2019-03-15,108,108,0,37,24,50,37,45,23,0,200,0.1679,0.0858,0.7463,0.6742,0.0514,0.2745,0,24,253796
2019-03-16,108,108,0,22,10,50,36,16,7,0,15,0.4211,0.1842,0.3947,0.8617,0.0266,0.1117,0,25,253839
2019-03-17,108,108,0,30,10,49,35,18,1,0,53,0.25,0.0139,0.7361,0.7121,0.0233,0.2646,0,25,253918
2019-03-18,109,109,0,41,23,47,36,128,11,0,101,0.5333,0.0458,0.4208,0.8363,0.0349,0.1288,0,25,254163
2019-03-19,110,110,0,36,21,48,37,54,9,0,66,0.4186,0.0698,0.5116,0.8677,0.0415,0.0908,0,25,254301
2019-03-20,110,110,0,40,24,49,38,64,16,0,85,0.3879,0.097,0.5152,0.8088,0.0619,0.1292,0,25,254473
2019-03-21,111,111,0,42,24,51,39,107,8,0,122,0.4515,0.0338,0.5148,0.8228,0.0253,0.1519,0,25,254715
